name,type,value,date
MH-MLL-6F-A608,8,21.0,09:57
MH-XTYG-3F-YMQC-1,9,9.0,09:57
MH-GM-1F-106-A,10,8.5,09:57
MH-YX5-3F-314,1,96.0,09:58
MH-XZY-1F-105,2,53.0,09:58
MH-BYGTSG-2F-03,3,35.5,09:58
MH-MLL-4F-B401,4,34.0,09:58
MH-CLE-2F-204-1,5,23.0,09:58
MH-JGDLZ-2F-201,6,16.0,09:58
MH-GCLXSYZX-4F-06,7,12.5,09:58
MH-GCLXSYZX-3F-03,8,11.0,09:58
MH-BYGTSG-4F-05,9,11.0,09:58
MH-CLB-3F-305,10,10.5,09:58
MH-YX7-5F-507,1,254.0,09:59
MH-BYGTSG-3F-05,2,79.5,09:59
MH-BYGTSG-4F-02,3,59.0,09:59
MH-MLL-6F-B604,4,41.5,09:59
MH-NS3-3F-0-302,5,39.5,09:59
MH-CLB-4F-403,6,39.5,09:59
MH-YX7-3F-307,7,39.0,09:59
MH-BYGTSG-1F-01,8,38.0,09:59
MH-BYGTSG-2F-03,9,35.5,09:59
MH-BYGTSG-2F-05,10,32.0,09:59
MH-HJL-2F-B207,1,67.5,10:00
MH-XTYG-CYL-54#-OUT,2,55.0,10:00
MH-BYGTSG-4F-05,3,52.0,10:00
MH-GCLXSYZX-4F-02,4,43.5,10:00
MH-GCLXSYZX-3F-03,5,42.0,10:00
MH-STHJS-2F-205,6,33.0,10:00
MH-HKY-1F-7,7,32.0,10:00
MH-XZY-1F-102,8,27.5,10:00
MH-YX1-2F-XSBG,9,23.0,10:00
MH-CLF-5F-519,10,22.5,10:00
MH-HJKXL-2F-08,1,114.0,10:01
MH-MLL-10F-A1002,2,71.5,10:01
MH-XZY-1F-115,3,66.5,10:01
MH-BYGTSG-2F-05,4,56.5,10:01
MH-FC2-3F-312,5,55.5,10:01
MH-MLL-5F-A502,6,48.0,10:01
MH-BYGTSG-3F-05,7,47.0,10:01
MH-XTYG-CYL-1F-03,8,26.0,10:01
MH-YYG-1F-01,9,13.5,10:01
MH-CLF-2F-201,10,12.5,10:01
MH-MLL-3F-B315,1,158.5,10:02
MH-MLL-6F-B606-2,2,151.0,10:02
MH-NS2-3F-309,3,108.0,10:02
MH-GCLXSYZX-9#-OUT,4,100.5,10:02
MH-BYGTSG-3F-05,5,72.0,10:02
MH-HX-A-4F-425,6,51.5,10:02
MH-LZDTSG-2F-05,7,46.0,10:02
MH-BYGTSG-1F-07,8,44.5,10:02
MH-LZDTSG-2F-02,9,31.5,10:02
MH-BYGTSG-4F-04,10,29.0,10:02
MH-MLL-7F-B731,1,159.5,10:03
MH-BYGTSG-1F-01,2,110.5,10:03
MH-MLL-3F-B308,3,56.5,10:03
MH-HKY-2F-208,4,55.0,10:03
MH-ZYXY-5F-05,5,53.0,10:03
MH-BYGTSG-3F-01,6,47.5,10:03
MH-GCLXSYZX-4F-05,7,46.5,10:03
MH-XZY-1F-114,8,46.0,10:03
MH-NS1-2F-213,9,45.0,10:03
MH-XTYG-CYL-54#-OUT,10,42.5,10:03
MH-YX7-3F-303,1,157.5,10:04
MH-WX-3F-309,2,144.0,10:04
MH-BYGTSG-3F-04,3,51.5,10:04
MH-LZDTSG-3F-01,4,49.0,10:04
MH-BYGTSG-1F-07,5,48.0,10:04
MH-HJKXL-2F-08,6,46.5,10:04
MH-WLL-Z-5F-02,7,36.5,10:04
MH-BYGTSG-2F-02,8,30.5,10:04
MH-FC2-3F-318-1,9,30.5,10:04
MH-XTYG-CYL-54#-OUT,10,29.0,10:04
MH-BYGTSG-2F-03,1,176.0,10:05
MH-XZY-2F-212,2,70.0,10:05
MH-XTYG-CYL-1F-03,3,52.0,10:05
MH-BYGTSG-2F-05,4,44.5,10:05
MH-MLL-9F-A915,5,40.5,10:05
MH-GCLXSYZX-3F-02,6,38.5,10:05
MH-MLL-4F-B406-1,7,37.5,10:05
MH-BYGTSG-4F-03,8,35.0,10:05
MH-XZY-1F-106,9,31.5,10:05
MH-WXYXL-1F-07,10,31.5,10:05
MH-GCLXSYZX-5F-04,1,164.0,10:06
MH-HJL-2F-DGNT-2,2,71.0,10:06
MH-LZDTSG-3F-02,3,56.0,10:06
MH-XTYG-CYL-54#-OUT,4,40.0,10:06
MH-YYG-1F-09,5,28.5,10:06
MH-HKY-1F-7,6,26.5,10:06
MH-HX-A-4F-419B,7,23.0,10:06
MH-BYGTSG-3F-05,8,20.0,10:06
MH-XTYG-CYL-2F-05,9,19.5,10:06
MH-XTYG-2F-203-2,10,16.0,10:06
XH-XSY-1F-S101-1,1,112.0,10:07
MH-MLL-4F-B406-2,2,93.0,10:07
MH-MLL-10F-A1008,3,80.5,10:07
MH-MLL-3F-A309,4,70.5,10:07
MH-MLL-9F-A902,5,60.0,10:07
MH-XTYG-CYL-54#-OUT,6,53.0,10:07
MH-GCLXSYZX-2F-01,7,45.5,10:07
MH-XZY-1F-105,8,42.5,10:07
MH-ZYXY-5F-06,9,28.5,10:07
MH-SXL-2F-03,10,22.0,10:07
MH-BYGTSG-4F-03,1,329.5,10:08
MH-HX-A-4F-408,2,288.0,10:08
MH-CLB-2F-212,3,130.5,10:08
MH-WX-3F-309,4,54.5,10:08
MH-MHKFT-1F-01,5,43.5,10:08
MH-BYGTSG-4F-05,6,30.0,10:08
MH-NS3-3F-0-302,7,30.0,10:08
MH-GCLXSYZX-4F-06,8,25.5,10:08
MH-BYGTSG-3F-05,9,19.0,10:08
MH-MLL-2F-A202,10,18.5,10:08
MH-YX2-4F-2-413,1,303.5,10:09
MH-NS1-3F-303,2,113.5,10:09
MH-XZY-1F-115,3,95.5,10:09
MH-CL-E-3F-01,4,79.5,10:09
MH-NSSXL-1F-112,5,63.0,10:09
MH-MLL-4F-B406-1,6,59.5,10:09
MH-LZDTSG-3F-10,7,47.5,10:09
MH-CLB-2F-210,8,45.5,10:09
MH-XZY-2F-202,9,40.0,10:09
MH-MLL-3F-A309,10,39.0,10:09
MH-BYGTSG-4F-02,1,106.0,10:10
MH-YX1-2F-XSBG,2,95.0,10:10
MH-XTYG-CYL-54#-OUT,3,55.5,10:10
MH-MLXY-S-BGT-02,4,40.5,10:10
MH-FC1-3F-305,5,36.5,10:10
MH-WX-1F-108,6,31.5,10:10
MH-BYGTSG-4F-04,7,22.5,10:10
MH-CLD-4F-439,8,19.5,10:10
MH-HJKXL-2F-08,9,19.0,10:10
MH-HKY-2F-221,10,12.0,10:10
MH-WX-2F-201,1,266.5,10:11
MH-BYGTSG-2F-03,2,209.5,10:11
MH-CL-E-3F-01,3,110.5,10:11
MH-BYGTSG-2F-05,4,61.5,10:11
MH-MLL-5F-A506-2,5,56.0,10:11
MH-MLXY-N-9F-08,6,53.0,10:11
MH-XTYG-CYL-54#-OUT,7,46.0,10:11
MH-FC1-4F-418,8,41.5,10:11
MH-GCLXSYZX-9#-OUT,9,24.0,10:11
MH-D1CY-1F-17,10,16.5,10:11
MH-CLE-2F-202-1,1,237.5,10:12
MH-YX-4A223,2,59.0,10:12
MH-WLL-Z-2F-04,3,48.0,10:12
MH-BYGSXX-3F-01,4,45.0,10:12
MH-BYGTSG-1F-01,5,45.0,10:12
MH-HJL-2F-B207,6,43.0,10:12
MH-MHKFT-1F-01,7,36.5,10:12
MH-NS3-3F-0-302,8,28.0,10:12
MH-HJL-2F-DGNT-2,9,28.0,10:12
MH-MLL-8F-A804,10,23.0,10:12
MH-YX2-4F-2-419,1,192.0,10:13
MH-XZY-1F-114,2,81.5,10:13
MH-BYGTSG-1F-01,3,81.0,10:13
MH-HJL-2F-B207,4,73.5,10:13
MH-GCLXSYZX-5F-04,5,69.0,10:13
MH-XZY-1F-113,6,64.5,10:13
MH-WLL-Z-5F-02,7,55.0,10:13
MH-GCLXSYZX-9#-OUT,8,51.0,10:13
MH-BYGTSG-2F-05,9,40.0,10:13
MH-BYGTSG-2F-04,10,34.5,10:13
MH-MLL-4F-B401,1,243.0,10:14
MH-BYGTSG-1F-07,2,111.0,10:14
MH-NS1-2F-217,3,90.5,10:14
MH-BYGTSG-4F-05,4,43.5,10:14
MH-BYGTSG-3F-05,5,43.0,10:14
MH-HKY-2F-224,6,40.5,10:14
MH-LZDTSG-2F-06,7,37.0,10:14
MH-FC1-3F-305,8,36.0,10:14
MH-STHJS-1F-7,9,33.0,10:14
MH-SXL-2F-01,10,29.0,10:14
MH-BYGSXX-3F-01,1,78.0,10:15
MH-XZY-1F-114,2,69.0,10:15
MH-LZDTSG-2F-06,3,56.0,10:15
MH-XZY-1F-103,4,45.0,10:15
MH-LZDTSG-3F-01,5,43.0,10:15
MH-WX-1F-108,6,25.5,10:15
MH-GCLXSYZX-4F-06,7,22.5,10:15
MH-MLXY-N-BGT-01,8,17.0,10:15
MH-XTSWD-4F-ZD-4-1,9,16.5,10:15
MH-GCLXSYZX-9#-OUT,10,10.0,10:15
MH-XZY-1F-115,1,52.0,10:16
MH-YYG-1F-07,2,51.0,10:16
MH-MLL-9F-A902,3,30.0,10:16
MH-HJL-2F-DGNT-2,4,20.5,10:16
MH-GCLXSYZX-4F-05,5,19.5,10:16
MH-XZY-1F-111,6,18.5,10:16
MH-CL-H-3F-313,7,18.0,10:16
MH-XTYG-2F-203-2,8,17.0,10:16
MH-XTYG-CYL-54#-OUT,9,16.5,10:16
MH-D1CY-2F-03,10,16.0,10:16
MH-WX-3F-309,1,83.0,10:17
MH-XTYG-CYL-54#-OUT,2,60.0,10:17
MH-BYGTSG-2F-03,3,59.5,10:17
MH-HJL-2F-DGNT-1,4,36.5,10:17
MH-NS2-5F-0-508-1,5,19.0,10:17
MH-XZY-1F-107,6,16.0,10:17
MH-MLL-2F-B201,7,14.5,10:17
MH-MLL-5F-B508,8,14.0,10:17
MH-BYGTSG-2F-02,9,14.0,10:17
MH-LZDTSG-3F-10,10,11.5,10:17
MH-SDL-2F-N201,1,307.5,10:18
MH-BYGTSG-2F-05,2,80.5,10:18
MH-GCLXSYZX-4F-06,3,78.5,10:18
MH-ZYXY-5F-01,4,46.0,10:18
MH-YX-4A219,5,33.5,10:18
MH-LZDTSG-3F-01,6,26.5,10:18
MH-MHKFT-1F-01,7,26.0,10:18
MH-BYGTSG-3F-01,8,24.0,10:18
MH-NS1-3F-0-307,9,18.0,10:18
MH-LZDTSG-3F-10,10,17.0,10:18
MH-CLE-2F-203,1,131.5,10:19
MH-BYGTSG-3F-01,2,110.5,10:19
MH-LZDTSG-2F-06,3,78.0,10:19
MH-MLL-9F-A915,4,66.5,10:19
MH-LZDTSG-3F-02,5,60.5,10:19
MH-BYGTSG-1F-07,6,58.5,10:19
MH-GCLXSYZX-4F-02,7,52.0,10:19
MH-LZDTSG-3F-03,8,49.0,10:19
MH-BYGTSG-3F-05,9,43.5,10:19
MH-LZDTSG-3F-09,10,41.0,10:19
MH-BYGTSG-2F-03,1,41.5,10:20
MH-MLL-6F-B604,2,40.5,10:20
MH-BYGSXX-3F-01,3,26.0,10:20
MH-MLL-8F-A804,4,26.0,10:20
MH-GCXLZX-SYL-2F-03,5,23.0,10:20
MH-BYGTSG-3F-04,6,18.5,10:20
MH-HJL-2F-DGNT-2,7,11.5,10:20
MH-BYGTSG-4F-04,8,10.5,10:20
MH-HX-A-5F-535,9,10.5,10:20
MH-BYGTSG-3F-05,10,8.0,10:20
MH-LWLZX-2F-02,1,184.0,10:21
MH-MLL-6F-B608,2,55.5,10:21
MH-HJL-3F-306,3,38.0,10:21
MH-XSY-1F-115,4,13.0,10:21
MH-BYGTSG-1F-02,5,12.5,10:21
MH-CL-H-3F-311,6,9.0,10:21
MH-FC2-5F-510,7,7.5,10:21
MH-D1CY-1F-10,8,6.0,10:21
MH-SDL-2F-N201,9,5.0,10:21
MH-JJC-2F-207,10,4.0,10:21
MH-MLL-6F-A602,1,115.0,10:22
MH-CLF-2F-203,2,83.0,10:22
MH-FC2-6F-603,3,34.5,10:22
MH-CLF-2F-211-1,4,21.5,10:22
MH-LZDTSG-2F-01,5,18.0,10:22
MH-BYGTSG-4F-01,6,16.0,10:22
MH-GCLXSYZX-9#-OUT,7,13.5,10:22
MH-LZDTSG-2F-02,8,11.5,10:22
MH-CLA-3F-313-2,9,11.5,10:22
MH-XTYG-1F-105,10,9.0,10:22
MH-XZY-1F-114,1,219.0,10:23
MH-BYGTSG-2F-05,2,85.5,10:23
MH-HJL-4F-417,3,65.0,10:23
MH-CL-C-3F-04,4,64.0,10:23
MH-GCXLZX-SYL-2F-03,5,57.5,10:23
MH-GCLXSYZX-9#-OUT,6,53.0,10:23
MH-XZY-1F-106,7,48.0,10:23
MH-BYGTSG-4F-03,8,44.0,10:23
MH-YX7-4F-401,9,35.5,10:23
MH-CLB-2F-206,10,34.5,10:23
MH-CLA-5F-502-1,1,348.5,10:24
MH-SDL-2F-N201,2,324.5,10:24
MH-MLL-3F-B308,3,294.0,10:24
MH-BYGTSG-1F-07,4,119.0,10:24
MH-MLL-2F-B201,5,95.0,10:24
MH-GCXLZX-SYL-2F-03,6,74.5,10:24
MH-MLL-7F-A704,7,73.0,10:24
MH-XTYG-CYL-54#-OUT,8,62.5,10:24
MH-BYGTSG-4F-04,9,44.5,10:24
MH-BYGTSG-4F-03,10,39.5,10:24
MH-YX2-3F-2-319,1,20.0,10:25
MH-BYGTSG-4F-05,2,17.5,10:25
MH-YX2-2F-2-205,3,15.0,10:25
MH-XTYG-CYL-54#-OUT,4,12.0,10:25
MH-JJC-2F-207,5,9.0,10:25
MH-LZDTSG-3F-01,6,8.0,10:25
MH-NS2-5F-0-508-1,7,6.0,10:25
MH-BYGSXX-3F-01,8,1.0,10:25
MH-D1CY-1F-16,9,1.0,10:25
MH-BYGTSG-1F-03,10,1.0,10:25
MH-MLL-4F-B401,1,190.0,10:26
MH-BYGSXX-3F-01,2,162.0,10:26
MH-LZDTSG-3F-01,3,67.5,10:26
MH-GM-1F-105-B,4,42.5,10:26
MH-HJL-2F-DGNT-2,5,32.5,10:26
MH-MLXY-N-BGT-01,6,26.5,10:26
MH-BYGTSG-3F-02,7,22.0,10:26
MH-XNTYG-1F-01,8,14.0,10:26
MH-BYGTSG-1F-03,9,11.5,10:26
MH-YYG-1F-01,10,11.0,10:26
MH-HKY-3F-1336,1,259.5,10:27
MH-CLE-3F-301-2,2,115.5,10:27
MH-XTYG-CYL-54#-OUT,3,71.5,10:27
MH-MLL-6F-B608,4,61.5,10:27
MH-MLL-6F-A602,5,43.0,10:27
MH-XSY-1F-107,6,28.5,10:27
MH-JJT-42#-OUT,7,21.0,10:27
MH-YX-4A219,8,21.0,10:27
MH-CLE-2F-202-2,9,18.0,10:27
MH-WX-5F-506-1,10,18.0,10:27
MH-HLGC-1F-01,1,56.5,10:28
MH-XSY-1F-107,2,29.5,10:28
MH-GCLXSYZX-4F-06,3,25.5,10:28
MH-XNTYG-2F-03,4,21.0,10:28
MH-GM-1F-105-A,5,21.0,10:28
MH-GCXLZX-B-2F-03,6,20.5,10:28
MH-CLE-2F-203,7,18.0,10:28
MH-XTYG-1F-06,8,15.5,10:28
MH-LZDTSG-3F-08,9,12.5,10:28
MH-ZYXY-5F-01,10,11.5,10:28
MH-BYGTSG-2F-03,1,446.5,10:29
MH-JGDLZ-2F-203,2,308.5,10:29
MH-BYGTSG-3F-04,3,282.5,10:29
MH-CLB-2F-210,4,60.5,10:29
MH-MLL-5F-A504-1,5,41.0,10:29
MH-YYG-1F-06,6,39.5,10:29
MH-YX5-2F-201,7,38.5,10:29
MH-ZYXY-5F-06,8,34.0,10:29
MH-GCLXSYZX-2F-04,9,16.0,10:29
MH-GMTYC-1F-06,10,14.0,10:29
MH-BYGTSG-2F-04,1,64.0,10:30
MH-HJKXL-2F-08,2,61.5,10:30
MH-LZDTSG-3F-03,3,52.0,10:30
MH-BYGTSG-1F-07,4,50.5,10:30
MH-NS3-2F-204,5,49.0,10:30
MH-BYGTSG-3F-04,6,30.5,10:30
MH-BYGSXX-3F-01,7,30.0,10:30
MH-XTYG-CYL-54#-OUT,8,20.0,10:30
MH-D1CY-1F-17,9,16.0,10:30
MH-D1CY-1F-09,10,7.0,10:30
MH-GCLXSYZX-3F-02,1,47.5,10:31
MH-BYGTSG-2F-04,2,23.5,10:31
MH-HX-A-4F-407A,3,18.0,10:31
MH-MLL-6F-B604,4,17.0,10:31
MH-WDL-N-2F-204,5,15.0,10:31
MH-D1CY-1F-17,6,11.0,10:31
MH-MLL-4F-B406-1,7,9.5,10:31
MH-XTYG-CYL-54#-OUT,8,9.0,10:31
MH-HJKXL-2F-07,9,8.0,10:31
MH-BYGSXX-3F-01,10,7.0,10:31
MH-YX5-3F-314,1,60.0,10:32
MH-XSY-1F-107,2,23.5,10:32
MH-D1CY-1F-17,3,22.0,10:32
MH-CLE-2F-205,4,17.0,10:32
MH-BYGTSG-4F-04,5,15.5,10:32
MH-LZDTSG-3F-02,6,12.5,10:32
MH-WX-1F-134,7,10.0,10:32
MH-D1CY-1F-10,8,9.5,10:32
MH-MLL-6F-B608,9,9.5,10:32
MH-XTYG-CYL-54#-OUT,10,8.5,10:32
MH-GCLXSYZX-3F-05,1,164.5,10:33
MH-YX5-3F-314,2,79.0,10:33
MH-D4CY-2F-12,3,66.0,10:33
MH-BYGTSG-2F-04,4,65.5,10:33
MH-LZDTSG-2F-06,5,58.5,10:33
MH-XZY-1F-114,6,56.5,10:33
MH-BYGTSG-4F-03,7,56.0,10:33
MH-BYGTSG-2F-05,8,47.0,10:33
MH-FC1-4F-418,9,41.5,10:33
MH-YX2-5F-2-501,10,30.5,10:33
MH-BYGSXX-3F-01,1,316.0,10:34
MH-MLL-7F-A702,2,160.0,10:34
MH-BYGTSG-2F-03,3,83.5,10:34
MH-LZDTSG-2F-05,4,82.0,10:34
MH-D1CY-2F-03,5,73.5,10:34
MH-HKY-3F-1336,6,65.5,10:34
MH-XZY-1F-111,7,51.0,10:34
MH-BYGTSG-3F-05,8,33.0,10:34
MH-XZY-2F-211,9,32.0,10:34
MH-BYGTSG-1F-07,10,28.0,10:34
MH-WLL-Z-2F-04,1,7.0,10:35
MH-MLL-8F-A804,2,3.0,10:35
MH-BYGSXX-3F-01,3,1.0,10:35
MH-D1CY-1F-16,4,1.0,10:35
MH-BYGTSG-1F-03,5,1.0,10:35
MH-HJL-1F-125-1,6,1.0,10:35
MH-MLL-7F-A708,7,1.0,10:35
MH-LZDTSG-2F-02,8,1.0,10:35
MH-NSSXL-1F-112,9,1.0,10:35
MH-XNTYG-1F-01,10,1.0,10:35
MH-BYGSXX-3F-01,1,274.5,10:36
MH-MLL-4F-B401,2,131.0,10:36
MH-MLL-3F-B308,3,125.0,10:36
MH-MLL-7F-B731,4,46.0,10:36
MH-HKY-3F-1336,5,40.5,10:36
MH-YYG-1F-04,6,36.5,10:36
MH-BYGTSG-3F-02,7,34.5,10:36
MH-GM-1F-105-B,8,21.0,10:36
MH-student-X37-11#-OUT,9,15.5,10:36
MH-X49-student-14#-OUT,10,15.5,10:36
MH-XTYG-CYL-54#-OUT,1,69.5,10:37
XH-XSY-4F-S406C,2,63.5,10:37
MH-JJT-42#-OUT,3,53.5,10:37
MH-GCLXSYZX-2F-02,4,29.0,10:37
MH-NS3-3F-303,5,24.5,10:37
MH-STHJS-2F-205,6,24.0,10:37
MH-FC1-2F-202,7,21.5,10:37
MH-YX3-5F-500,8,20.5,10:37
MH-MLL-6F-A608,9,20.0,10:37
MH-LXZL-4F-404,10,16.5,10:37
MH-GCXLZX-B-2F-03,1,220.0,10:38
MH-YX1-2F-XSBG,2,58.5,10:38
MH-XNTYG-2F-02,3,45.0,10:38
MH-D1CY-1F-14,4,41.0,10:38
MH-MLL-4F-B406-1,5,22.0,10:38
MH-GCXLZX-SYL-2F-04,6,16.5,10:38
MH-GCLXSYZX-4F-06,7,15.0,10:38
XH-XSY-1F-S103-1,8,15.0,10:38
MH-GCLXSYZX-3F-06,9,14.5,10:38
MH-HJKXL-2F-08,10,13.0,10:38
MH-CLB-2F-210,1,128.0,10:39
MH-BYGTSG-2F-03,2,104.0,10:39
MH-BYGTSG-3F-04,3,97.0,10:39
MH-BYGTSG-1F-01,4,42.5,10:39
MH-MLL-5F-A504-1,5,38.0,10:39
MH-XSY-1F-108,6,33.5,10:39
MH-XZY-1F-107,7,33.0,10:39
MH-BYGTSG-2F-02,8,31.0,10:39
MH-GCLXSYZX-2F-03,9,28.5,10:39
MH-XZY-2F-211,10,26.5,10:39
MH-NSSYL-2F-207,1,275.5,10:40
MH-BYGTSG-2F-02,2,20.5,10:40
MH-XZY-2F-212,3,19.0,10:40
MH-XZY-1F-106,4,13.5,10:40
MH-WX-1F-110,5,12.5,10:40
MH-D4CY-1F-02,6,10.5,10:40
MH-BYGTSG-4F-04,7,10.5,10:40
MH-BYGTSG-4F-05,8,10.0,10:40
MH-GCLXSYZX-9#-OUT,9,9.5,10:40
MH-D1CY-1F-12,10,8.0,10:40
MH-BYGTSG-2F-05,1,163.0,10:41
MH-NS2-5F-0-508-1,2,20.0,10:41
MH-XTYG-CYL-2F-05,3,16.0,10:41
MH-BYGSXX-3F-01,4,1.0,10:41
MH-BYGTSG-1F-03,5,1.0,10:41
MH-HJL-1F-125-1,6,1.0,10:41
MH-MLL-7F-A708,7,1.0,10:41
MH-LZDTSG-2F-02,8,1.0,10:41
MH-NSSXL-1F-112,9,1.0,10:41
MH-MLL-5F-B508,10,1.0,10:41
MH-D6CY-1F-02,1,59.0,10:42
MH-BYGTSG-2F-05,2,55.5,10:42
MH-LiuYuan-B1-01,3,53.5,10:42
MH-WX-1F-108,4,44.0,10:42
MH-CLA-5F-502-1,5,36.0,10:42
MH-MLXY-N-BGT-01,6,15.0,10:42
MH-XTYG-CYL-54#-OUT,7,14.0,10:42
MH-D1CY-1F-14,8,14.0,10:42
MH-BYGTSG-4F-03,9,11.5,10:42
MH-MLL-9F-A904,10,11.0,10:42
MH-LZDTSG-2F-01,1,202.5,10:43
MH-BYGTSG-2F-04,2,176.0,10:43
MH-LZDTSG-2F-06,3,114.5,10:43
MH-GM-2F-203,4,70.5,10:43
MH-CLF-4F-406,5,47.0,10:43
MH-XZY-1F-105,6,42.5,10:43
MH-HKY-2F-234,7,41.0,10:43
MH-MLL-5F-B508,8,39.0,10:43
MH-HX-A-4F-402,9,37.0,10:43
MH-BYGTSG-1F-01,10,37.0,10:43
MH-MLL-4F-A402,1,280.5,10:44
MH-WX-1F-130,2,241.5,10:44
MH-WX-3F-309,3,190.0,10:44
MH-JGDLZ-3F-308,4,68.0,10:44
MH-BYGTSG-3F-05,5,56.5,10:44
MH-LZDTSG-3F-01,6,53.5,10:44
MH-ZYXY-5F-01,7,48.0,10:44
MH-XZY-1F-104,8,45.5,10:44
MH-XZY-2F-211,9,43.0,10:44
MH-YX2-1F-2-112,10,37.5,10:44
MH-LWLZX-1F-05,1,21.5,10:45
MH-YX5-2F-201,2,20.0,10:45
MH-MLL-3F-B308,3,15.0,10:45
MH-LZDTSG-3F-01,4,10.0,10:45
MH-D4CY-2F-03,5,8.5,10:45
MH-XTYG-CYL-54#-OUT,6,7.5,10:45
MH-GCLXSYZX-3F-06,7,6.5,10:45
MH-LXZL-51#-OUT,8,6.0,10:45
MH-WLL-Z-1F-03,9,5.5,10:45
MH-D1CY-1F-18,10,5.5,10:45
MH-BYGSXX-3F-01,1,342.5,10:46
MH-GMTYC-1F-09,2,75.0,10:46
MH-MLL-8F-A804,3,53.0,10:46
MH-CLA-4F-402-1,4,49.5,10:46
MH-CLA-5F-502-1,5,29.5,10:46
MH-BYGTSG-2F-05,6,25.0,10:46
MH-YX3-2F-213,7,20.0,10:46
MH-YYG-1F-01,8,18.0,10:46
MH-MLL-5F-A506-2,9,17.5,10:46
MH-GMTYC-4F-01,10,16.5,10:46
MH-WX-3F-309,1,295.0,10:47
MH-MLL-2F-A202,2,56.0,10:47
MH-XSY-1F-115,3,53.0,10:47
MH-BYGTSG-1F-07,4,45.5,10:47
MH-XTYG-CYL-54#-OUT,5,40.0,10:47
MH-BYGTSG-3F-04,6,36.0,10:47
MH-D1CY-1F-16,7,32.0,10:47
MH-CLD-5F-539,8,31.0,10:47
MH-XZY-1F-107,9,31.0,10:47
MH-HKY-2F-201,10,30.0,10:47
MH-ZYXY-5F-01,1,216.0,10:48
MH-GCXLZX-B-2F-03,2,120.5,10:48
MH-BYGTSG-4F-05,3,33.5,10:48
MH-MLL-3F-B308,4,29.5,10:48
MH-YX2-1F-2-112,5,29.0,10:48
MH-GCLXSYZX-4F-06,6,28.5,10:48
MH-LZDTSG-2F-02,7,26.0,10:48
MH-SDL-2F-N201,8,26.0,10:48
MH-XZY-2F-204,9,13.0,10:48
MH-GCLXSYZX-9#-OUT,10,10.0,10:48
MH-FC2-2F-211,1,182.0,10:49
MH-MLL-10F-A1002,2,65.5,10:49
MH-BYGTSG-2F-03,3,57.0,10:49
MH-JGDLZ-2F-203,4,51.0,10:49
MH-CLB-2F-210,5,48.5,10:49
MH-WLL-Z-5F-02,6,37.0,10:49
MH-D1CY-2F-04,7,35.0,10:49
MH-MLL-6F-A602,8,30.5,10:49
MH-XSY-1F-108,9,29.0,10:49
MH-MLL-10F-A1008,10,25.5,10:49
MH-YX2-2F-2-207,1,22.0,10:50
MH-D4CY-2F-05,2,18.5,10:50
MH-BYGTSG-2F-05,3,14.0,10:50
MH-HJL-2F-DGNT-2,4,13.5,10:50
MH-HX-A-4F-407A,5,13.5,10:50
MH-BYGTSG-3F-04,6,10.5,10:50
MH-XTYG-2F-202,7,7.5,10:50
MH-X49-student-14#-OUT,8,7.0,10:50
MH-GM-1F-101,9,6.5,10:50
MH-student-X37-11#-OUT,10,6.5,10:50
MH-BYGSXX-3F-01,1,68.5,10:51
MH-XZY-2F-204,2,53.0,10:51
MH-BYGTSG-2F-02,3,34.0,10:51
MH-XZY-1F-114,4,29.5,10:51
MH-XZY-1F-113,5,29.0,10:51
MH-BYGTSG-2F-01,6,22.0,10:51
MH-YX7-4F-405,7,21.5,10:51
MH-JGDLZ-3F-308,8,21.0,10:51
MH-JJT-1F-03,9,17.5,10:51
MH-D4CY-1F-06,10,15.5,10:51
MH-YX3-3F-310,1,272.0,10:52
MH-FC2-3F-312,2,194.0,10:52
MH-YX7-4F-410,3,71.5,10:52
MH-SDL-2F-N201,4,56.5,10:52
MH-BYGTSG-3F-04,5,34.0,10:52
MH-D1CY-1F-17,6,28.0,10:52
MH-XTYG-CYL-54#-OUT,7,18.0,10:52
MH-D6CY-1F-01,8,14.0,10:52
MH-XZY-1F-114,9,12.5,10:52
MH-X49-student-14#-OUT,10,8.0,10:52
MH-MLL-6F-A602,1,86.5,10:53
MH-LZDTSG-2F-06,2,42.5,10:53
MH-BYGTSG-2F-05,3,42.5,10:53
MH-YXL-7-5F-01,4,35.5,10:53
MH-BYGTSG-2F-03,5,31.5,10:53
MH-LZDTSG-2F-01,6,26.5,10:53
MH-XZY-1F-114,7,26.0,10:53
MH-HX-A-5F-523,8,25.5,10:53
MH-YX7-4F-401,9,25.0,10:53
MH-XNTYG-2F-02,10,23.0,10:53
MH-WX-1F-126,1,217.0,10:54
MH-MLL-5F-A504-1,2,96.0,10:54
MH-WX-1F-130,3,54.5,10:54
MH-YX-4A115-1,4,54.0,10:54
MH-XTYG-CYL-54#-OUT,5,35.0,10:54
MH-D4CY-2F-11,6,29.0,10:54
MH-LZDTSG-2F-05,7,20.5,10:54
MH-D4CY-2F-01,8,20.0,10:54
MH-XNTYG-2F-02,9,16.5,10:54
MH-XZY-2F-211,10,16.0,10:54
MH-WX-1F-128,1,261.0,10:55
MH-BYGSXX-3F-01,2,18.0,10:55
MH-HLGC-1,3,17.0,10:55
MH-NS1-1F-103,4,14.0,10:55
MH-CLB-3F-311,5,13.5,10:55
MH-GCLXSYZX-9#-OUT,6,10.0,10:55
