name,type,value,date
MH-BYGTSG-2F-05,3,56.0,15:56
MH-MLL-3F-A303,4,50.5,15:56
MH-BYGTSG-3F-01,5,49.0,15:56
MH-LWLZX-2F-02,6,45.0,15:56
MH-JZG-3F-305,7,36.0,15:56
MH-NS3-4F-407,8,27.0,15:56
MH-BYGTSG-3F-04,9,23.0,15:56
MH-WX-1F-113,10,22.5,15:56
MH-YX3-5F-500,1,157.5,15:57
MH-XSY-1F-115,2,132.0,15:57
MH-CLA-5F-502-1,3,76.0,15:57
MH-D1CY-1F-16,4,67.0,15:57
MH-MLL-7F-A712,5,65.5,15:57
MH-BYGTSG-4F-02,6,60.5,15:57
MH-MLL-2F-A202,7,47.5,15:57
MH-GCLXSYZX-2F-01,8,40.5,15:57
MH-YYG-1F-07,9,38.5,15:57
MH-WX-4F-417-2,10,36.0,15:57
MH-FC1-2F-218,1,205.5,15:58
MH-HX-A-5F-535,2,108.5,15:58
MH-ZYXY-5F-01,3,98.5,15:58
MH-XTYG-CYL-1F-01,4,82.5,15:58
MH-XTYG-1F-12,5,78.5,15:58
MH-MHKFT-1F-01,6,47.0,15:58
MH-MLL-4F-B406-1,7,47.0,15:58
MH-FC1-4F-401,8,45.0,15:58
MH-CLE-2F-204-1,9,33.5,15:58
XH-XSY-1F-S101-1,10,25.0,15:58
MH-YYG-1F-06,1,85.5,15:59
MH-BYGTSG-2F-03,2,47.5,15:59
MH-ZYXY-6F-02,3,47.5,15:59
MH-LZDTSG-3F-04,4,32.5,15:59
MH-XTYG-CYL-1F-03,5,26.0,15:59
MH-NS2-2F-212,6,19.0,15:59
MH-MLL-6F-B606-2,7,18.5,15:59
MH-JZG-3F-305,8,15.5,15:59
MH-LZDTSG-3F-02,9,11.0,15:59
MH-GCLXSYZX-9#-OUT,10,9.5,15:59
MH-YX7-5F-507,1,140.5,16:00
MH-D4CY-1F-04,2,57.0,16:00
MH-ZYXY-6F-01,3,33.5,16:00
MH-X49-student-14#-OUT,4,19.5,16:00
MH-GM-2F-201-2,5,19.5,16:00
MH-HKY-1F-10,6,19.0,16:00
MH-HLGC-1,7,17.5,16:00
MH-GCLXSYZX-9#-OUT,8,17.0,16:00
MH-XNTYG-2F-01,9,17.0,16:00
MH-GCLXSYZX-4F-03,10,16.0,16:00
MH-XZY-2F-213,1,65.0,16:01
MH-HX-A-3F-302,2,35.5,16:01
MH-XZY-1F-114,3,34.5,16:01
MH-LZDTSG-2F-06,4,33.5,16:01
MH-GCLXSYZX-5F-01,5,25.5,16:01
MH-HX-A-5F-526,6,17.5,16:01
MH-JZG-3F-305,7,16.0,16:01
MH-D1CY-1F-16,8,12.5,16:01
MH-CLD-5F-539,9,12.5,16:01
MH-HX-A-1F-111,10,12.0,16:01
MH-HLGC-1F-01,1,90.0,16:02
MH-MLL-4F-B401,2,46.5,16:02
MH-ZYXY-5F-01,3,45.0,16:02
MH-CLA-5F-502-1,4,40.5,16:02
MH-XTYG-CYL-54#-OUT,5,27.0,16:02
MH-NXSWXY-F3-3F-03,6,26.5,16:02
MH-D1CY-1F-12,7,21.5,16:02
MH-YX3-1F-103,8,16.0,16:02
MH-GCLXSYZX-5F-01,9,12.0,16:02
MH-MLL-3F-B308,10,12.0,16:02
MH-YX3-4F-401,1,143.5,16:03
MH-BYGTSG-1F-01,2,68.0,16:03
MH-CLF-4F-413,3,41.0,16:03
MH-LZDTSG-3F-01,4,32.5,16:03
MH-YX2-1F-2-111,5,32.5,16:03
MH-XXY-4F-407,6,31.5,16:03
MH-GCLXSYZX-9#-OUT,7,27.0,16:03
MH-XTYG-1F-12,8,25.0,16:03
MH-HKY-1F-6,9,23.0,16:03
MH-NS3-4F-0-414,10,20.0,16:03
MH-CLB-2F-208,1,137.5,16:04
MH-MLL-7F-A702,2,133.0,16:04
MH-LXZL-4F-404,3,64.0,16:04
MH-HJL-4F-417,4,52.0,16:04
MH-D1CY-1F-18,5,44.0,16:04
MH-BYGSXX-3F-01,6,35.5,16:04
MH-LZDTSG-2F-05,7,33.0,16:04
MH-BYGTSG-3F-05,8,27.0,16:04
MH-YYG-1F-01,9,26.5,16:04
MH-D1CY-1F-06,10,18.5,16:04
MH-YYG-1F-07,1,40.5,16:05
MH-XTYG-CYL-1F-01,2,29.0,16:05
MH-XXY-5F-507,3,27.0,16:05
MH-YYG-1F-06,4,21.0,16:05
MH-CLF-2F-211-2,5,18.0,16:05
MH-BYGTSG-3F-05,6,17.5,16:05
MH-XTYG-CYL-54#-OUT,7,16.0,16:05
MH-JZG-3F-305,8,12.5,16:05
MH-JJT-42#-OUT,9,10.0,16:05
MH-LWLZX-2F-02,10,7.5,16:05
MH-JGDLZ-3F-308,1,156.5,16:06
MH-BYGTSG-3F-04,2,149.5,16:06
MH-BYGTSG-2F-04,3,140.0,16:06
MH-BYGTSG-2F-05,4,94.5,16:06
MH-WX-1F-113,5,80.5,16:06
MH-LZDTSG-2F-06,6,70.0,16:06
MH-MLL-9F-A902,7,52.5,16:06
MH-BYGTSG-1F-07,8,41.5,16:06
MH-NS3-1F-103-1,9,36.5,16:06
MH-GM-2F-201-2,10,32.5,16:06
MH-HX-A-5F-535,1,61.0,16:07
MH-NS2-5F-0-508-1,2,40.0,16:07
MH-YX3-5F-500,3,33.0,16:07
MH-GCLXSYZX-2F-02,4,29.0,16:07
MH-LY-1F-YCQY-1,5,28.5,16:07
MH-D1CY-1F-09,6,21.0,16:07
MH-BYGTSG-2F-03,7,19.0,16:07
MH-MLL-6F-A608,8,18.0,16:07
MH-JJT-42#-OUT,9,14.0,16:07
MH-GM-2F-201-1,10,12.5,16:07
MH-YYG-1F-07,1,50.5,16:08
MH-XZY-1F-114,2,48.5,16:08
MH-CL-H-3F-311,3,40.5,16:08
MH-BYGTSG-4F-03,4,39.0,16:08
MH-XTYG-1F-10,5,36.5,16:08
MH-MLL-5F-A504-1,6,36.0,16:08
MH-FC2-5F-509,7,33.5,16:08
MH-LZDTSG-2F-02,8,22.5,16:08
MH-ZYXY-5F-01,9,22.0,16:08
MH-MLL-9F-A901,10,21.5,16:08
MH-WX-1F-108,1,167.0,16:09
MH-MLL-4F-B406-1,2,120.0,16:09
MH-MLL-4F-A408,3,85.0,16:09
MH-HX-A-5F-518,4,77.5,16:09
MH-BYGTSG-3F-05,5,62.0,16:09
MH-BYGTSG-3F-01,6,58.0,16:09
MH-NS3-2F-0-XXS,7,41.0,16:09
MH-BYGTSG-3F-04,8,34.5,16:09
MH-WLL-Z-8F-01,9,33.0,16:09
MH-JJT-2F-05,10,22.0,16:09
MH-HX-A-5F-518,1,118.0,16:10
MH-CLB-3F-304,2,56.5,16:10
MH-HX-A-1F-108,3,47.5,16:10
MH-BYGTSG-2F-03,4,45.5,16:10
MH-BYGTSG-1F-01,5,43.0,16:10
MH-GCLXSYZX-3F-07,6,42.5,16:10
MH-YYG-1F-04,7,41.0,16:10
MH-NS2-5F-0-508-1,8,36.5,16:10
MH-WX-4F-417-1,9,36.0,16:10
MH-LZDTSG-2F-05,10,34.5,16:10
MH-HKY-4F-401,1,39.0,16:11
MH-BYGTSG-2F-03,2,37.5,16:11
MH-BYGTSG-3F-05,3,32.5,16:11
MH-YX2-3F-2-305,4,30.5,16:11
MH-LZDTSG-2F-06,5,23.0,16:11
MH-WX-4F-415,6,12.0,16:11
MH-CLE-2F-202-2,7,7.0,16:11
MH-HX-A-3F-302,8,6.5,16:11
MH-WX-3F-311,9,1.0,16:11
MH-LWLZX-2F-02,10,1.0,16:11
MH-CLF-2F-201,1,154.5,16:12
MH-NS3-1F-109,2,69.0,16:12
MH-CL-E-3F-01,3,63.5,16:12
MH-BYGTSG-2F-04,4,43.5,16:12
MH-XZY-2F-211,5,31.0,16:12
MH-WLL-Z-2F-05,6,30.5,16:12
MH-YXL-7-5F-01,7,29.0,16:12
MH-YX6-3F-305,8,25.5,16:12
MH-LZDTSG-2F-06,9,25.0,16:12
MH-WX-3F-309,10,20.5,16:12
MH-MLL-5F-B508,1,105.5,16:13
MH-XZY-2F-202,2,63.5,16:13
MH-LZDTSG-2F-06,3,57.0,16:13
MH-NS2-5F-0-508-1,4,51.0,16:13
MH-WLL-Z-2F-04,5,38.5,16:13
MH-BYGTSG-4F-03,6,36.5,16:13
MH-BYGWLX-4F-02,7,30.5,16:13
MH-BYGTSG-2F-05,8,30.5,16:13
MH-WX-4F-415,9,27.5,16:13
MH-LZDTSG-3F-02,10,18.0,16:13
MH-FC1-5F-517,1,82.5,16:14
MH-LZDTSG-2F-05,2,73.0,16:14
MH-YX2-4F-2-405,3,61.5,16:14
MH-LZDTSG-3F-01,4,50.0,16:14
MH-BYGTSG-3F-05,5,26.0,16:14
MH-HJL-4F-414,6,26.0,16:14
MH-BYGTSG-4F-06,7,23.5,16:14
MH-WX-3F-319,8,23.5,16:14
MH-LXZL-3F-05,9,21.5,16:14
XH-XSY-4F-S415A,10,20.0,16:14
MH-BYGTSG-1F-01,1,46.5,16:15
MH-YYG-1F-06,2,41.0,16:15
MH-MLL-4F-B408,3,27.0,16:15
MH-MLL-5F-A506-1,4,27.0,16:15
MH-BYGTSG-2F-04,5,23.0,16:15
MH-BYGTSG-3F-04,6,23.0,16:15
MH-FC1-4F-416,7,15.0,16:15
MH-GM-2F-201-2,8,12.0,16:15
MH-D1CY-1F-16,9,7.0,16:15
MH-SXL-1F-05,10,7.0,16:15
MH-LZDTSG-2F-05,1,110.0,16:16
MH-CLD-4F-413,2,48.0,16:16
MH-YYG-1F-06,3,46.5,16:16
MH-BYGTSG-3F-04,4,40.0,16:16
MH-LY-1F-YCQY-1,5,39.0,16:16
MH-LZDTSG-3F-02,6,33.0,16:16
MH-BYGTSG-2F-03,7,30.0,16:16
MH-GCLXSYZX-9#-OUT,8,18.0,16:16
MH-NS3-3F-303,9,15.5,16:16
MH-YX2-2F-2-207,10,14.5,16:16
MH-WX-4F-407,1,200.5,16:17
MH-MHKFT-1F-01,2,59.5,16:17
MH-D1CY-1F-16,3,34.5,16:17
MH-XTYG-CYL-54#-OUT,4,27.0,16:17
MH-WLL-Z-2F-01,5,22.0,16:17
MH-CLF-2F-201,6,17.5,16:17
MH-BYGTSG-2F-01,7,16.5,16:17
MH-HLGC-1F-02,8,16.5,16:17
MH-XZY-1F-103,9,16.0,16:17
MH-BYGTSG-2F-05,10,15.0,16:17
MH-HX-A-5F-518,1,83.5,16:18
MH-XYYNL-1F-123,2,62.5,16:18
MH-NS3-3F-303,3,60.0,16:18
MH-BYGTSG-4F-03,4,51.5,16:18
MH-ZYXY-5F-01,5,42.0,16:18
MH-FC2-3F-313,6,34.0,16:18
MH-NS1-2F-217,7,32.5,16:18
MH-BYGTSG-3F-05,8,31.0,16:18
MH-YX1-1F-101,9,26.5,16:18
MH-BYGTSG-3F-04,10,26.0,16:18
MH-BYGTSG-2F-04,1,102.5,16:19
MH-YYG-1F-06,2,41.5,16:19
MH-LZDTSG-3F-01,3,39.0,16:19
MH-YYG-1F-04,4,32.0,16:19
MH-CLB-3F-304,5,28.5,16:19
MH-LZDTSG-3F-02,6,27.5,16:19
MH-YX3-1F-103,7,23.5,16:19
MH-XZY-2F-213,8,21.0,16:19
MH-JJT-2F-05,9,18.0,16:19
MH-XZY-1F-104,10,12.0,16:19
MH-XXY-4F-407,1,223.5,16:20
MH-CLB-2F-206,2,151.5,16:20
MH-NSSYL-2F-207,3,132.5,16:20
MH-D1CY-1F-09,4,41.5,16:20
MH-BYGTSG-4F-01,5,35.0,16:20
MH-NS3-1F-109,6,30.0,16:20
MH-BYGTSG-1F-07,7,27.0,16:20
MH-CL-H-2F-211,8,23.5,16:20
MH-MLL-7F-A704,9,18.0,16:20
MH-LZDTSG-2F-05,10,16.0,16:20
MH-LZDTSG-2F-06,1,35.5,16:21
MH-XSY-1F-115,2,27.0,16:21
MH-XZY-1F-104,3,20.0,16:21
MH-XNTYG-2F-01,4,18.0,16:21
MH-FC1-2F-204,5,12.5,16:21
MH-XZY-1F-105,6,12.5,16:21
MH-XTYG-1F-08,7,12.5,16:21
MH-XTYG-2F-203-2,8,12.0,16:21
MH-HX-A-4F-407A,9,9.0,16:21
MH-GCLXSYZX-2F-04,10,9.0,16:21
MH-YYG-1F-07,1,49.5,16:22
MH-LZDTSG-2F-02,2,35.5,16:22
MH-BYGTSG-3F-05,3,23.5,16:22
MH-GCLXSYZX-9#-OUT,4,16.5,16:22
MH-HLGC-1,5,12.5,16:22
MH-YX-4A225,6,12.0,16:22
MH-XTYG-CYL-54#-OUT,7,11.0,16:22
MH-LXZL-3F-05,8,10.5,16:22
MH-STHJS-2F-211,9,9.5,16:22
MH-YXL-1-4F-03,10,9.5,16:22
MH-BYGTSG-2F-05,1,76.0,16:23
MH-MLL-2F-B219,2,66.5,16:23
MH-MLL-7F-A704,3,57.5,16:23
MH-WX-4F-415,4,57.0,16:23
MH-BYGTSG-4F-05,5,45.5,16:23
MH-HJL-3F-308,6,45.5,16:23
MH-GM-2F-203,7,40.5,16:23
MH-MLL-8F-A804,8,35.5,16:23
MH-MLL-4F-A406,9,35.5,16:23
MH-CLB-2F-204,10,35.0,16:23
MH-BYGSXX-3F-01,1,83.5,16:24
MH-BYGTSG-4F-05,2,49.5,16:24
MH-XTYG-CYL-2F-05,3,45.5,16:24
MH-BYGTSG-3F-05,4,44.0,16:24
MH-BYGTSG-4F-04,5,41.0,16:24
MH-LZDTSG-3F-03,6,38.0,16:24
MH-MHKFT-1F-01,7,28.0,16:24
MH-CLA-5F-502-1,8,26.0,16:24
MH-XTYG-CYL-54#-OUT,9,10.0,16:24
MH-MLL-3F-B308,10,10.0,16:24
MH-HX-A-3F-302,1,129.5,16:25
MH-YYG-1F-06,2,49.0,16:25
MH-HJL-3F-322,3,48.0,16:25
MH-GCLXSYZX-9#-OUT,4,36.0,16:25
MH-XZY-1F-114,5,33.5,16:25
MH-XZY-2F-202,6,30.5,16:25
MH-FC2-2F-211,7,24.5,16:25
MH-CLF-2F-203,8,22.5,16:25
MH-BYGTSG-3F-04,9,22.5,16:25
MH-LXZL-2F-235,10,21.5,16:25
MH-STHJS-2F-205,1,221.0,16:26
MH-BYGTSG-1F-01,2,56.0,16:26
MH-BYGTSG-2F-03,3,45.0,16:26
MH-YX6-3F-303,4,36.0,16:26
MH-BYGWLX-4F-03,5,28.0,16:26
MH-XTYG-1F-09,6,25.0,16:26
MH-NS2-5F-0-508-1,7,24.5,16:26
MH-CL-H-3F-313,8,13.0,16:26
MH-XJTZX-1F-01,9,10.0,16:26
MH-X49-student-14#-OUT,10,9.0,16:26
MH-LZDTSG-2F-06,1,96.5,16:27
MH-MLL-9F-A901,2,48.5,16:27
MH-YYG-1F-07,3,43.0,16:27
MH-XTYG-CYL-2F-05,4,15.5,16:27
MH-JJT-42#-OUT,5,10.0,16:27
MH-YYG-1F-01,6,8.5,16:27
MH-YX7-5F-507,7,8.5,16:27
MH-HKY-1F-6,8,6.5,16:27
MH-GM-2F-201-1,9,6.5,16:27
MH-HKY-1F-13,10,4.5,16:27
MH-D1CY-1F-14,1,69.5,16:28
MH-NS1-4F-XXS,2,50.0,16:28
MH-XZY-1F-105,3,48.5,16:28
MH-BYGTSG-3F-01,4,40.0,16:28
MH-XSY-1F-115,5,34.0,16:28
MH-CLB-2F-202,6,26.0,16:28
MH-GCLXSYZX-3F-03,7,24.5,16:28
MH-YX1-2F-XSBG,8,22.0,16:28
MH-MLL-6F-A601,9,20.0,16:28
MH-XTYG-CYL-2F-05,10,18.5,16:28
MH-YYG-1F-06,1,103.0,16:29
MH-FC1-5F-517,2,44.5,16:29
MH-FC2-2F-217,3,38.0,16:29
MH-CLB-3F-307,4,37.0,16:29
MH-BYGTSG-3F-01,5,32.0,16:29
MH-JJT-1F-03,6,28.5,16:29
MH-BYGTSG-2F-05,7,25.0,16:29
MH-BYGTSG-2F-03,8,24.5,16:29
MH-MLL-7F-A708,9,20.0,16:29
MH-BYGTSG-3F-04,10,18.5,16:29
MH-WX-3F-311,1,1.0,16:30
MH-BYGSXX-3F-01,2,1.0,16:30
MH-GM-2F-201-2,3,1.0,16:30
MH-HKY-1F-6,4,1.0,16:30
MH-YX-4A115-1,5,1.0,16:30
MH-MLL-6F-A602,6,1.0,16:30
MH-JJT-42#-OUT,7,1.0,16:30
MH-MLL-7F-A708,8,1.0,16:30
MH-YX7-3F-303,9,1.0,16:30
MH-WX-5F-505-2,10,1.0,16:30
MH-CL-E-3F-01,1,24.5,16:31
MH-JZG-3F-304,2,14.5,16:31
MH-WX-3F-311,3,1.0,16:31
MH-BYGSXX-3F-01,4,1.0,16:31
MH-GM-2F-201-2,5,1.0,16:31
MH-HKY-1F-6,6,1.0,16:31
MH-YX-4A115-1,7,1.0,16:31
MH-MLL-6F-A602,8,1.0,16:31
MH-JJT-42#-OUT,9,1.0,16:31
MH-MLL-7F-A708,10,1.0,16:31
MH-CLE-3F-301-2,1,93.0,16:32
MH-CL-D-5F-05,2,73.0,16:32
MH-JZG-3F-304,3,63.5,16:32
MH-GM-2F-201-2,4,36.0,16:32
MH-WX-4F-415,5,35.5,16:32
MH-BYGTSG-1F-01,6,34.5,16:32
MH-CLD-4F-410,7,28.0,16:32
MH-SXL-1F-05,8,27.5,16:32
MH-HJL-5F-506,9,26.0,16:32
MH-GCLXSYZX-5F-01,10,25.5,16:32
MH-CLC-3F-301,1,100.5,16:33
MH-GM-2F-201-2,2,65.0,16:33
MH-BYGTSG-2F-04,3,58.5,16:33
MH-BYGTSG-3F-01,4,49.5,16:33
MH-MLL-2F-A202,5,44.0,16:33
MH-XZY-1F-114,6,44.0,16:33
MH-NSSYL-2F-207,7,43.5,16:33
MH-JJT-2F-04,8,39.5,16:33
MH-BYGTSG-2F-03,9,39.0,16:33
MH-D1CY-1F-16,10,31.5,16:33
MH-BYGTSG-4F-04,1,126.5,16:34
MH-CLD-4F-416,2,94.5,16:34
MH-YX7-2F-207,3,92.5,16:34
MH-MLL-7F-A704,4,83.0,16:34
MH-YYG-1F-06,5,41.0,16:34
MH-HJL-3F-322,6,37.5,16:34
MH-BYGTSG-3F-05,7,36.0,16:34
MH-LZDTSG-2F-05,8,33.0,16:34
MH-D1CY-1F-05,9,29.5,16:34
MH-XZY-1F-104,10,29.5,16:34
MH-CLA-5F-502-1,1,182.5,16:35
MH-FC1-5F-517,2,139.0,16:35
MH-FC1-3F-305,3,38.5,16:35
MH-MLL-5F-B508,4,35.0,16:35
MH-LZDTSG-3F-04,5,20.0,16:35
MH-YX7-4F-401,6,16.0,16:35
MH-NS3-4F-0-414,7,8.0,16:35
MH-BYGTSG-4F-05,8,7.5,16:35
MH-GCLXSYZX-5F-02,9,7.0,16:35
MH-LZDTSG-2F-01,10,6.5,16:35
MH-WX-5F-505-2,1,152.5,16:36
MH-BYGTSG-4F-02,2,150.5,16:36
MH-MLXY-N-6F-01,3,52.0,16:36
MH-BYGTSG-4F-05,4,47.5,16:36
MH-D1CY-1F-18,5,29.5,16:36
MH-YX1-1F-101,6,18.5,16:36
MH-MLL-9F-A904,7,16.0,16:36
MH-GCLXSYZX-9#-OUT,8,15.0,16:36
MH-YX3-2F-212,9,13.5,16:36
MH-JJT-42#-OUT,10,9.5,16:36
MH-BYGTSG-4F-03,1,61.0,16:37
MH-YX2-2F-2-207,2,58.5,16:37
MH-CLB-2F-208,3,45.5,16:37
MH-NS3-2F-223,4,45.0,16:37
MH-CLD-4F-416,5,37.0,16:37
MH-HX-A-3F-302,6,31.0,16:37
MH-LZDTSG-2F-05,7,30.5,16:37
MH-HX-A-5F-518,8,26.5,16:37
MH-BYGTSG-1F-01,9,19.0,16:37
MH-MLL-6F-B604,10,18.5,16:37
MH-SDL-2F-N202,1,105.0,16:38
MH-CLF-5F-519,2,58.0,16:38
MH-BYGTSG-4F-05,3,42.5,16:38
MH-ZYXY-5F-01,4,38.0,16:38
MH-GCLXSYZX-5F-05,5,27.5,16:38
MH-D4CY-2F-12,6,25.5,16:38
MH-D4CY-1F-06,7,24.5,16:38
MH-YXL-7-5F-01,8,19.5,16:38
MH-LWLZX-2F-02,9,14.5,16:38
MH-BYGSXX-3F-01,10,12.5,16:38
MH-XTYG-CYL-1F-03,1,86.0,16:39
MH-LZDTSG-3F-01,2,74.5,16:39
MH-BYGTSG-2F-03,3,59.5,16:39
MH-WX-4F-415,4,56.0,16:39
MH-GCLXSYZX-3F-02,5,47.0,16:39
MH-GCLXSYZX-2F-01,6,44.5,16:39
MH-LZDTSG-2F-06,7,39.5,16:39
MH-NSSYL-2F-207,8,38.5,16:39
MH-YX-4A227,9,38.5,16:39
MH-HKY-3F-1336,10,31.5,16:39
MH-HJL-3F-308,1,58.0,16:40
MH-YYG-1F-01,2,27.0,16:40
MH-LZDTSG-2F-05,3,23.0,16:40
MH-GCLXSYZX-5F-04,4,21.0,16:40
MH-YX3-1F-103,5,20.0,16:40
MH-YX3-2F-213,6,20.0,16:40
MH-STHJS-2F-211,7,19.5,16:40
MH-D1CY-1F-14,8,19.0,16:40
MH-MLL-4F-B401,9,11.5,16:40
MH-XTYG-1F-12,10,11.0,16:40
MH-LZDTSG-2F-02,1,39.0,16:41
MH-YX3-3F-319,2,29.5,16:41
MH-GCLXSYZX-2F-01,3,29.5,16:41
MH-GCLXSYZX-3F-02,4,28.5,16:41
MH-MHKFT-1F-01,5,27.0,16:41
MH-BYGTSG-3F-01,6,25.5,16:41
MH-ZYXY-5F-01,7,25.0,16:41
MH-LZDTSG-2F-01,8,19.0,16:41
MH-BYGTSG-4F-05,9,14.5,16:41
MH-JGDLZ-3F-308,10,14.5,16:41
MH-MLL-3F-B308,1,99.0,16:42
MH-BYGTSG-3F-05,2,43.5,16:42
MH-BYGTSG-4F-03,3,32.0,16:42
MH-BYGTSG-1F-06,4,29.0,16:42
MH-YYG-1F-07,5,29.0,16:42
MH-WX-4F-417-2,6,23.0,16:42
MH-D1CY-1F-15,7,15.5,16:42
MH-BYGSXX-3F-01,8,15.0,16:42
MH-BYGTSG-2F-03,9,14.5,16:42
MH-MLL-2F-B209,10,14.5,16:42
MH-GM-2F-203,1,74.5,16:43
MH-WX-4F-415,2,61.5,16:43
MH-CLE-2F-202-2,3,60.0,16:43
MH-NS2-3F-0-301,4,37.0,16:43
MH-XZY-1F-105,5,34.5,16:43
MH-MLL-4F-B406-1,6,29.0,16:43
MH-D1CY-1F-05,7,28.5,16:43
MH-CLF-4F-406,8,28.5,16:43
MH-BYGTSG-2F-04,9,25.0,16:43
MH-GCLXSYZX-5F-01,10,18.0,16:43
MH-BYGTSG-3F-05,1,60.0,16:44
MH-GCLXSYZX-5F-01,2,34.5,16:44
MH-YYG-1F-04,3,34.0,16:44
MH-YX3-1F-103,4,32.5,16:44
MH-HKY-2F-224,5,24.5,16:44
MH-XZY-2F-212,6,19.0,16:44
MH-YX7-3F-303,7,18.0,16:44
MH-HX-A-1F-111,8,17.0,16:44
MH-JJT-42#-OUT,9,16.5,16:44
MH-BYGTSG-2F-05,10,15.5,16:44
MH-NS1-3F-319,1,19.0,16:45
MH-CLD-4F-413,2,18.5,16:45
MH-WX-1F-108,3,18.0,16:45
MH-BYGTSG-1F-07,4,15.0,16:45
MH-CLF-5F-519,5,11.0,16:45
MH-GCLXSYZX-9#-OUT,6,9.5,16:45
MH-BYGTSG-2F-01,7,9.5,16:45
MH-XTYG-CYL-54#-OUT,8,8.0,16:45
MH-YX-4A227,9,8.0,16:45
MH-D4CY-1F-02,10,8.0,16:45
MH-NSSYL-2F-207,1,122.5,16:46
MH-CLA-5F-505,2,76.5,16:46
MH-NS1-4F-XXS,3,51.0,16:46
MH-HX-A-5F-535,4,43.0,16:46
MH-WX-1F-108,5,35.0,16:46
MH-BYGTSG-3F-04,6,33.5,16:46
MH-GCLXSYZX-3F-03,7,32.0,16:46
MH-XZY-1F-111,8,31.5,16:46
MH-YX3-3F-308B,9,31.0,16:46
MH-BYGTSG-1F-01,10,24.5,16:46
MH-NS2-5F-0-508-1,1,58.0,16:47
MH-XZY-2F-213,2,55.5,16:47
MH-LXZL-4F-423-1,3,29.5,16:47
MH-BYGTSG-2F-04,4,21.0,16:47
MH-HX-A-1F-129,5,12.0,16:47
MH-D1CY-1F-16,6,11.0,16:47
MH-X49-student-14#-OUT,7,9.5,16:47
MH-D4CY-1F-02,8,9.0,16:47
MH-LZDTSG-2F-06,9,8.0,16:47
MH-YX3-3F-301,10,7.5,16:47
MH-LZDTSG-2F-02,1,93.0,16:48
MH-YX-4A223,2,75.5,16:48
MH-HX-A-4F-425,3,75.5,16:48
MH-D6CY-1F-01,4,62.0,16:48
MH-XTYG-CYL-1F-01,5,40.5,16:48
MH-GCLXSYZX-9#-OUT,6,33.0,16:48
MH-CLF-5F-519,7,26.0,16:48
MH-LXZL-1F-JWS,8,24.0,16:48
MH-BYGTSG-4F-04,9,20.0,16:48
MH-XZY-1F-114,10,17.5,16:48
MH-BYGTSG-3F-05,1,123.0,16:49
MH-MLL-4F-A408,2,81.0,16:49
MH-YYG-1F-06,3,52.5,16:49
MH-YYG-1F-04,4,32.0,16:49
MH-LZDTSG-3F-02,5,28.0,16:49
MH-GCLXSYZX-9#-OUT,6,20.0,16:49
XH-XSY-1F-S103-2,7,18.0,16:49
MH-BYGTSG-3F-04,8,15.0,16:49
MH-HLGC-1,9,12.0,16:49
MH-BYGTSG-4F-05,10,11.5,16:49
MH-WLL-Z-2F-04,1,90.5,16:50
MH-XSY-1F-115,2,48.5,16:50
MH-XTYG-1F-08,3,41.0,16:50
MH-LZDTSG-2F-02,4,36.5,16:50
MH-GCLXSYZX-9#-OUT,5,31.5,16:50
MH-YX3-3F-306,6,30.0,16:50
MH-BYGTSG-3F-05,7,26.0,16:50
MH-JJT-42#-OUT,8,21.5,16:50
MH-X49-student-14#-OUT,9,19.0,16:50
MH-BYGTSG-3F-04,10,15.5,16:50
MH-MLL-9F-A906-2,1,60.5,16:51
MH-MLL-4F-B406-1,2,25.5,16:51
MH-GCLXSYZX-9#-OUT,3,21.5,16:51
MH-YX6-1F-101,4,21.0,16:51
MH-BYGTSG-3F-05,5,18.0,16:51
MH-WX-4F-417-2,6,16.5,16:51
MH-ZYXY-5F-01,7,14.5,16:51
MH-XTYG-1F-08,8,13.5,16:51
MH-MLL-4F-A408,9,13.0,16:51
MH-D1CY-1F-18,10,13.0,16:51
MH-GCXLZX-SYL-2F-01,1,83.0,16:52
MH-BYGTSG-3F-05,2,46.5,16:52
MH-HX-A-5F-523,3,33.0,16:52
MH-YXL-3-1F-01,4,23.5,16:52
MH-BYGTSG-1F-07,5,20.5,16:52
MH-XSY-1F-115,6,20.0,16:52
MH-CLF-5F-519,7,18.0,16:52
MH-BYGTSG-1F-01,8,17.0,16:52
MH-NS3-1F-109,9,16.5,16:52
MH-BYGTSG-4F-03,10,11.5,16:52
MH-BYGTSG-2F-05,1,41.0,16:53
MH-WLL-Z-2F-04,2,32.0,16:53
MH-BYGTSG-4F-03,3,28.0,16:53
MH-MLL-4F-B408,4,27.0,16:53
MH-LZDTSG-3F-03,5,26.0,16:53
MH-WX-2F-201,6,25.5,16:53
MH-MLL-2F-B219,7,25.0,16:53
MH-BYGTSG-3F-02,8,23.5,16:53
MH-GCLXSYZX-9#-OUT,9,21.0,16:53
MH-MLL-6F-B608,10,20.5,16:53
MH-MLL-8F-A804,1,141.0,16:54
MH-BYGTSG-1F-01,2,67.0,16:54
XH-XSY-1F-S103-1,3,54.0,16:54
MH-HKY-3F-301,4,36.5,16:54
MH-BYGTSG-4F-04,5,27.0,16:54
MH-LZDTSG-3F-01,6,20.5,16:54
MH-CLD-4F-439,7,20.5,16:54
MH-CLB-2F-202,8,20.0,16:54
MH-YX3-2F-209,9,20.0,16:54
MH-YX-4A221,10,15.5,16:54
MH-XTYG-CYL-54#-OUT,1,29.0,16:55
